"PlotVisit","PlotID","Date","Latitude","Longitude","GDMforb","GDMgrass","GDMshrub","GDMherb","GDMtotal","cc","cti","elev","gsri","slope","Year","cover_class","ndvi_dur","ndvi_ti","sum_precip","class_name","cc_std","cti_std","elev_std","gsri_std","ndvi_ti_std","sum_precip_std","slope_std","ndvi_dur_std"
"1034.2015-07-28",1034,2015-07-28,46.50418,-113.74872,1.765,4.659,12.734,6.424,19.158,45,6.18259831950442,1648.29437702924,606468.92647645,21.9124808572208,2015,"3",275.594245054245,37.1501406314726,125.610327063479,"Grass/Shrub/Open Woodland",1.31861214024806,-0.0403011706146575,0.446917972629638,0.846212748829121,0.441596785365946,-0.51383488927632,0.717543296289648,1.22471213563298
"1043.2015-08-13",1043,2015-08-13,46.17142,-113.95269,0.21,0.253,0,0.463,0.463,25,4.25740156854216,1567.91963788698,604238.93863682,29.7355536098878,2015,"3",286.621615674869,25.0090743359207,123.082229906264,"Grass/Shrub/Open Woodland",0.298079630859162,-1.16387626652981,0.205120329341219,0.805759025568696,-0.53982778875031,-0.617049347589385,1.57899529710755,1.49174650024437
"1044.2015-08-13",1044,2015-08-13,46.17376,-113.95651,0.053,12.549,169.782,12.602,182.384,27.2945669041324,4.28027805816485,1656.95099210629,575916.259254131,26.6956290689109,2015,"3",283.486683024409,30.7058229880557,123.220578410989,"Grass/Shrub/Open Woodland",0.41516363689091,-1.15052518747299,0.472960347968252,0.291963473243436,-0.0793304169653229,-0.611401002179521,1.24424843216663,1.41583223407747
"106.2014-08-22",106,2014-08-22,46.69669,-113.75302,0.068,0.957,6.215,1.025,7.24,45,5.06545423047788,1660.90941300905,546789.566785297,17.5694050496865,2014,"3",197.013089730825,26.4385255221976,184.156258053383,"Grass/Shrub/Open Woodland",1.31861214024806,-0.692284027094993,0.484868776606959,-0.236417505202377,-0.424277927843463,1.87641602980372,0.239297540128334,-0.678177465535641
"1076.2015-07-30",1076,2015-07-30,46.51913,-113.72901,0,1.527,268.231,1.527,269.758,48.3326284188722,4.68441485096204,1970.35314098986,606660.441858517,25.0494054242452,2015,"3",NA,44.606263177442,123.777842990857,"Grass/Shrub/Open Woodland",1.48866492240668,-0.91466460049507,1.41579265834682,0.849686987624768,1.04431336034401,-0.588649597399067,1.0629714969614,NA
"1079.2015-07-30",1079,2015-07-30,46.52,-113.72807,0.275,4.688,63.143,4.963,68.106,54.9032439558229,5.22706095121475,2017.519527385,636431.903447615,16.6570431099331,2015,"3",160.030574787732,44.4513986067601,123.356343173158,"Grass/Shrub/Open Woodland",1.82394126051438,-0.597967803747064,1.55768700468602,1.38976458212136,1.03179486389342,-0.605858143059048,0.138831132193839,-1.57373114912091
"1083.2015-07-28",1083,2015-07-28,46.5064,-113.75729,0.764,1.727,8.66,2.491,11.151,35.0553641756782,6.06707699592095,1629.13632997969,622545.36917463,27.069111185444,2015,"3",292.575902817149,30.1262682028807,123.611287136149,"Grass/Shrub/Open Woodland",0.811170932610364,-0.107721231530852,0.389283314327462,1.13785199114548,-0.126178798678367,-0.595449562453208,1.28537510025846,1.63593311901808
"1084.2015-07-28",1084,2015-07-28,46.50706,-113.75525,0,1.568,62.852,1.568,64.42,45,5.32102178030584,1721.86295651551,627112.522648202,19.5194118969562,2015,"3",255.657080285487,24.3265358080504,123.951938239627,"Grass/Shrub/Open Woodland",1.31861214024806,-0.543130786436741,0.668240111024021,1.22070372666817,-0.595000873858858,-0.581541821993599,0.454026119715735,0.741921785209768
"1086.2015-08-03",1086,2015-08-03,46.76756,-113.72868,0.203,7.596,115.521,7.799,123.32,46.605778867729,5.28970192348246,1190.18668331425,498941.34568386,15.5498182059551,2015,"3",266.827931898373,30.4778632393957,106.017521334298,"Grass/Shrub/Open Woodland",1.40054961711842,-0.561409547356527,-0.931243398650457,-1.10442165327107,-0.0977575710387824,-1.31374909526286,0.0169070316462488,1.01243062772897
"1087.2015-08-03",1087,2015-08-03,46.76617,-113.72401,0,0.865,129.775,0.865,130.64,37.1180047208028,7.80665291737766,1111.19549147085,583308.32064056,22.5191740620215,2015,"3",238.978508144531,24.1175492387043,105.834214831116,"Grass/Shrub/Open Woodland",0.916420519184532,0.90752262955788,-1.16887880788608,0.42606124738213,-0.611894328669466,-1.32123293795348,0.784350430990013,0.33804020114878
"1088.2015-08-03",1088,2015-08-03,46.76758,-113.72476,0.17,34.327,64.189,34.497,98.686,35.5436260095591,5.3060897187433,1133.41218699298,532454.109231336,7.54981820595512,2015,"3",252.954698931024,25.036461674346,105.921815987899,"Grass/Shrub/Open Woodland",0.836085286338829,-0.551845372358395,-1.10204257704743,-0.496473915552962,-0.537613929909908,-1.3176564512195,-0.864027637431677,0.676482006974975
"1089.2015-08-03",1089,2015-08-03,46.76721,-113.72686,0.251,24.677,18.351,24.928,43.279,45,5.35979723432298,1160.48035369753,530826.306408738,9.72509089702244,2015,"3",256.995521462414,27.1731574832101,105.958187421821,"Grass/Shrub/Open Woodland",1.31861214024806,-0.520500821761868,-1.02061128424143,-0.526003531696011,-0.364893863716163,-1.31617151705088,-0.624493496399222,0.774332937563901
"1090.2015-08-03",1090,2015-08-03,46.76882,-113.72728,0,24.314,51.559,24.314,75.873,35.0644302600414,5.68701055619931,1165.34248464962,568839.668434944,7.67545106726839,2015,"3",263.848510157947,29.7047237615469,106.036696266904,"Grass/Shrub/Open Woodland",0.811633544301641,-0.329533981968405,-1.00598415365138,0.163588581892373,-0.160254394983996,-1.31296624153569,-0.850193344543387,0.940282151112413
"1093.2015-08-07",1093,2015-08-07,46.77135,-113.73388,0,13.08,125.758,13.08,138.838,45,5.55708107189436,1215.04987766469,528969.0160854,7.56905172671028,2015,"3",255.505523696075,35.8266285416306,106.299215446712,"Grass/Shrub/Open Woodland",1.31861214024806,-0.405362872037518,-0.856445497435273,-0.559696230561613,0.334610524234433,-1.30224838804522,-0.861909703026471,0.738251751894624
"1094.2015-08-07",1094,2015-08-07,46.77153,-113.73269,0,9.385,56.645,9.385,66.03,42.4703305488914,4.84141765504329,1198.61763158754,513927.767786763,14.1560391703122,2015,"3",238.899147419441,32.7520685359414,106.273789878711,"Grass/Shrub/Open Woodland",1.18953164460484,-0.82303529529997,-0.905879914489596,-0.832556236948682,0.0860780913554661,-1.30328643605737,-0.136571502545236,0.3361184338002
"1095.2015-08-07",1095,2015-08-07,46.76889,-113.73139,0,13.867,34.976,13.867,48.843,16.2599453996054,7.15918869842836,1210.96141404102,542440.281013332,6.95071349322222,2015,"3",269.165043808462,31.5161867393107,106.132585862481,"Grass/Shrub/Open Woodland",-0.147895861817674,0.529652330564292,-0.86874514380953,-0.315316950245449,-0.0138245643413147,-1.30905136324985,-0.929999151413475,1.06902518824632
"1097.2015-08-11",1097,2015-08-11,45.81618,-114.28146,3.978,37.271,0,41.249,41.249,24.0710796307751,4.44592971671314,1610.50887104476,563196.248985513,19.6188104739317,2015,"3",242.607768643087,24.9058767436748,140.340149409715,"Grass/Shrub/Open Woodland",0.250679959087786,-1.05384827481517,0.333244865942013,0.0612125399280677,-0.548169778700306,0.0875386102252599,0.464971576280074,0.425924911346923
"1099.2015-08-11",1099,2015-08-11,45.81361,-114.28311,0.106,7.848,3.687,7.954,11.641,15.0889412573064,5.03501117909314,1575.52928345191,626626.143718532,18.2062701579772,2015,"3",161.882440047871,20.9705751455213,139.520336133771,"Grass/Shrub/Open Woodland",-0.20764825160993,-0.710051070573774,0.228013024029827,1.21188043253584,-0.866280363138989,0.0540681468955762,0.309427109305751,-1.52888712599883
"1104.2015-08-11",1104,2015-08-11,45.82141,-114.27317,2.695,6.391,7.593,9.086,16.679,0.261937845285401,4.53768213244596,1628.22349579949,628034.17843332,15.6870960959558,2015,"3",321.283730248972,18.9843828802347,141.050059596443,"Grass/Shrub/Open Woodland",-0.964220201549308,-1.00030012226613,0.386537163536301,1.23742328334464,-1.02683445703979,0.116522067275132,0.0320236382211786,2.33111030325935
"151.2015-08-18",151,2015-08-18,46.60257,-113.90403,2.327,9.395,178.121,11.722,189.843,39.620199485916,7.44827441722108,1356.9510668162,570920.401704221,7.51929297948885,2015,"3",251.789468315096,31.1006211814868,114.691396769883,"Grass/Shrub/Open Woodland",1.04409907431557,0.698367301674586,-0.429553000080738,0.201334710529578,-0.0474168568695334,-0.959621346650076,-0.867388978716126,0.648265251788721
"154.2015-08-18",154,2015-08-18,46.60359,-113.90408,20.071,13.55,83.032,33.621,116.653,29.7687564273417,5.79946266758449,1357.79514656335,557644.318995074,6.93136105499968,2015,"3",272.398134846225,27.3584626871396,114.703578442979,"Grass/Shrub/Open Woodland",0.541413179032134,-0.263905161551834,-0.427013688652948,-0.0395038117053891,-0.349914694965998,-0.959124006274403,-0.932130180633653,1.14731641837738
"171.2014-08-22",171,2014-08-22,46.764,-113.72813,0,6.999,37.353,6.999,44.352,24.6275143676775,4.51089301287456,1179.09680296925,537506.679291035,19.8932473364656,2014,"3",210.243668422583,20.7858823557332,178.020985595585,"Grass/Shrub/Open Woodland",0.279072946005894,-1.01593467368373,-0.964605957090924,-0.404816343562384,-0.881210027317372,1.62593165995764,0.495191694614961,-0.357791101828338
"173.2014-08-22",173,2014-08-22,46.76221,-113.72764,0,12.345,31.002,12.345,43.347,55,4.87392243314699,1190.6374562662,466198.628126155,17.1178065343107,2014,"3",249.762296277817,16.3162492770659,178.724958499136,"Grass/Shrub/Open Woodland",1.82887839494251,-0.804064995689133,-0.929887302959145,-1.6984001545591,-1.24251336212365,1.65467271593319,0.189568941540998,0.599176070373146
"194.2015-08-03",194,2015-08-03,46.51368,-113.85712,0,0,27.175,0,27.175,55,6.12088912784623,1869.06816670456,591662.08646954,4.65645195202212,2015,"3",215.628537473917,23.3615125550547,124.166620172661,"Grass/Shrub/Open Woodland",1.82887839494251,-0.0763156251900328,1.11108911163462,0.577605092161175,-0.673008646160586,-0.572777016667792,-1.18263596786039,-0.227393282156868
"220.2015-08-03",220,2015-08-03,46.71367,-113.74107,0,5.986,6975.788,5.986,6981.774,47.8826585422451,5.82750309312848,1928.86248770449,559379.919777157,10.0567560813782,2015,"3",231.381445072411,49.5975384621348,108.295414200467,"Grass/Shrub/Open Woodland",1.4657044780395,-0.247540328292922,1.29097306589822,-0.00801865627932519,1.44778370646766,-1.22074971127723,-0.587971576471085,0.154072782244588
"221.2015-08-28",221,2015-08-28,46.64315,-113.76135,0,0,0.163,0,0.163,61.5990979342005,6.04924767108703,1836.96078210498,459165.412797741,25.5198841373999,2015,"3",157.415663703821,45.0063178053519,118.628447110882,"Grass/Shrub/Open Woodland",2.16560809366714,-0.118126705854638,1.01449794367335,-1.82598818058793,1.07665182496169,-0.79888364828366,1.11477912314655,-1.63705278252113
"244.2014-07-24",244,2014-07-24,46.53373,-113.84006,0,7.782,52.555,7.782,60.337,25,6.44594471834053,1955.1858543214,649474.271045949,13.1377501304443,2014,"3",171.531033360129,27.4752747624435,173.286076326431,"Grass/Shrub/Open Woodland",0.298079630859162,0.113391928640421,1.37016371807714,1.62636332948107,-0.340472176618265,1.4326198269917,-0.248702267340446,-1.29524067725121
"245.2014-07-24",245,2014-07-24,46.5352,-113.83706,0,1.247,51.215,1.247,52.462,32.5148264671242,6.18277618197793,1964.72520981449,578177.25424562,6.06852002753294,2014,"3",147.29919371867,24.7996443657694,173.603803241634,"Grass/Shrub/Open Woodland",0.681535866464979,-0.0401973672783834,1.39886171077154,0.332979690486185,-0.556757085919058,1.44559164310667,-1.02714350250844,-1.88202914429702
"246.2014-07-24",246,2014-07-24,46.53429,-113.83549,0,0.126,70.577,0.126,70.703,34.4653053182149,5.4024724347367,1970.34272248456,566340.955542255,10.3820150894882,2014,"3",170.383090177516,26.7881528574658,173.424460994798,"Grass/Shrub/Open Woodland",0.781062220285657,-0.495594903769812,1.41576131553867,0.118259976026557,-0.396015759574053,1.43826964885223,-0.552155084386833,-1.32303880691647
"265.2014-07-24",265,2014-07-24,46.53503,-113.83635,0,0.512,90.725,0.512,91.237,33.0650014005306,7.13444074971469,1966.068638945,587146.870231105,4.72556313746609,2014,"3",NA,25.9221033801864,173.568371068259,"Grass/Shrub/Open Woodland",0.709609436734585,0.515209038554908,1.40290325418617,0.495695538698779,-0.466022974649874,1.44414505606734,-1.17502566295056,NA
"267.2014-07-24",267,2014-07-24,46.53641,-113.84325,0,5.384,25.414,5.384,30.798,18.8219169668735,5.62740903376308,1960.86343218538,564259.45376838,8.22503143828875,2014,"3",168.860037496727,27.5060154969645,173.715632401009,"Grass/Shrub/Open Woodland",-0.0171670981913142,-0.364318367644572,1.38724402168679,0.0804999061149688,-0.33798724559566,1.45015728492764,-0.789675294258819,-1.35992043707803
"268.2014-07-29",268,2014-07-29,46.53565,-113.83601,0,0.174,20.253,0.174,20.427,22.5111304336189,5.25891925182948,1957.29343597778,543517.063040707,13.0877535482881,2014,"3",NA,23.1736398430364,173.684054584777,"Grass/Shrub/Open Woodland",0.171081015653135,-0.579374798564086,1.37650412157939,-0.295783282225789,-0.688195359740115,1.4488680594769,-0.254207732660045,NA
"269.2014-07-29",269,2014-07-29,46.53553,-113.83736,0,2.32,40.609,2.32,42.929,29.2061772490248,6.5474866227168,1960.63780958918,558461.79338515,9.43082935582234,2014,"3",139.816842624734,23.8790265021175,173.65657701041,"Grass/Shrub/Open Woodland",0.512706662003252,0.172653380693022,1.38656526350211,-0.0246741870047942,-0.631175343159725,1.44774623433422,-0.656896645576656,-2.06321874414883
"270.2015-08-06",270,2015-08-06,46.43407,-113.88264,0,0.493,33.006,0.493,33.499,0,6.26569268901321,1997.59863247229,611437.173313852,9.41171475253456,2015,"3",275.862548936022,45.5979235295431,134.211396780238,"Grass/Shrub/Open Woodland",-0.97758600587696,0.00819401001775909,1.49775741121557,0.936340631626519,1.12447434579924,-0.162679575013741,-0.65900148516689,1.23120927434883
"291.2014-08-14",291,2014-08-14,46.56311,-114.09344,0.658,50.233,0,50.891,50.891,0,8.72007448752518,990,546080.92887559,0,2014,"3",241.724932244422,31.8193141564172,113.204708787978,"Grass/Shrub/Open Woodland",-0.97758600587696,1.44060982066003,-1.53348072793665,-0.249272751039016,0.0106787773747024,-1.02031826025365,-1.69538971278937,0.404546500764417
"294.2014-08-14",294,2014-08-14,46.56623,-114.08849,0.235,2.224,0,2.459,2.459,7.04687984554754,11.9571012512727,989,546005.929558241,0.206270157977237,2014,"3",302.213215091752,22.983016705706,114.013580686591,"Grass/Shrub/Open Woodland",-0.618007507270026,3.32978953942884,-1.53648910651266,-0.250633297305147,-0.703604404285052,-0.987294499825057,-1.67267589611958,1.86930639070237
"301.2014-07-17",301,2014-07-17,46.85576,-113.88226,50.354,3.042,26.401,53.396,79.797,0.993888521127688,6.16876352781299,1020.77496856171,526789.265275662,3.84348858924419,2014,"3",228.108348903887,30.8093194519937,160.435619401776,"Grass/Shrub/Open Woodland",-0.926871228550997,-0.0483753725859033,-1.44089797183804,-0.599238614814463,-0.0709642676856524,0.907975057399568,-1.27215691923055,0.0748128039829478
"303.2014-07-17",303,2014-07-17,46.85896,-113.8836,8.993,62.709,74.473,71.702,146.175,17.7995586193592,6.82116176084686,1026.68650493804,555949.65057284,5.27538134342121,2014,"3",231.969990964516,29.3352558703447,159.83352656537,"Grass/Shrub/Open Woodland",-0.0693345946854864,0.332374494610536,-1.42311383245214,-0.0702464221147,-0.190120377011088,0.88339345230324,-1.11448142303604,0.16832477247414
"304.2014-07-17",304,2014-07-17,46.85752,-113.88326,4.91,37.409,0,42.319,42.319,0,9.31367401031529,1019.11792545178,548463.442222439,3.43142051373337,2014,"3",215.287828288404,28.4675127688234,160.089091770834,"Grass/Shrub/Open Woodland",-0.97758600587696,1.78704383599936,-1.4458829848295,-0.206052095802739,-0.260264496408977,0.893827396335149,-1.31753255094776,-0.235643758539747
"305.2014-08-04",305,2014-08-04,46.81895,-114.01316,0,56.407,0,56.407,56.407,0,7.84267317118334,1141.95071349322,543549.042624164,3.79420208246641,2014,"3",NA,21.56879271378,147.820448464371,"Grass/Shrub/Open Woodland",-0.97758600587696,0.928544616066206,-1.07635545685336,-0.295203147573856,-0.817923373080192,0.392936293515481,-1.27758419329783,NA
"306.2014-08-04",306,2014-08-04,46.81926,-114.00811,14.272,58.236,80.209,72.508,152.717,0,7.61726936238088,1165.02029691911,521407.749744779,9.20627015797724,2014,"3",270.116118878674,25.1118550780756,149.303961116408,"Grass/Shrub/Open Woodland",-0.97758600587696,0.796995408969178,-1.00695341631731,-0.696863514887539,-0.53151949492823,0.453503568132881,-0.681624393406916,1.09205603900931
"307.2014-08-04",307,2014-08-04,46.8189,-114.00503,0.231,39.927,3.913,40.158,44.071,0,6.71675012120897,1196.79526548082,510761.081853279,10.5685794862666,2014,"3",269.302934162059,26.6799784681525,150.173036287709,"Grass/Shrub/Open Woodland",-0.97758600587696,0.27143821993515,-0.911362281642693,-0.890002396129137,-0.404760049521711,0.488985243662313,-0.531611203744617,1.07236428550037
"308.2014-08-04",308,2014-08-04,46.81803,-114.00515,0,19.142,0,19.142,19.142,0,5.77023520145211,1212.5885230824,512831.930339502,9.56857948626663,2014,"3",254.641557035882,26.5514833715441,150.358957568417,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.280962770363309,-0.863850183828607,-0.852435585186408,-0.415146966320864,0.496575839705052,-0.641728037379358,0.717330283297318
"309.2014-08-04",309,2014-08-04,46.81756,-114.01095,0.248,44.172,0,44.42,44.42,0,5.99042145662947,1167.76379577347,521346.436949454,8.38154284904456,2014,"3",NA,13.7365444805724,148.694740827256,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.152458609603409,-0.998699933140541,-0.697975776941311,-1.45104411383957,0.428630970986564,-0.772440753278683,NA
"310.2014-08-11",310,2014-08-11,46.74095,-114.03402,10.164,15.279,0,25.443,25.443,0,5.53895320381641,1200.5699962076,550108.728308541,7.29319814284542,2014,"3",190.22178921809,18.8379538826081,136.739981167781,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.415942580892854,-0.900006462594031,-0.17620531958782,-1.03867106291407,-0.0594452245797538,-0.892285826228464,-0.842632862900395
"311.2014-08-11",311,2014-08-11,46.74438,-114.03027,0,21.682,0,21.682,21.682,0,8.6231421680826,1198.51976521993,548346.972460951,6.22562259619978,2014,"3",193.104084857705,20.5411712121118,138.695447134677,"Grass/Shrub/Open Woodland",-0.97758600587696,1.38403859485647,-0.906174333573206,-0.208164948355427,-0.900991282444702,0.0203904573467874,-1.00984386509096,-0.772836352814187
"312.2014-08-11",312,2014-08-11,46.74489,-114.03087,0,39.785,0,39.785,39.785,0,7.15426593579918,1196.0883447062,560892.165699742,6,2014,"3",204.25297066245,20.9011712121118,138.552504857637,"Grass/Shrub/Open Woodland",-0.97758600587696,0.526779328887721,-0.913488966956006,0.019414667332025,-0.871890638557163,0.0145545622932149,-1.03468871098093,-0.502859425456083
"313.2014-08-11",313,2014-08-11,46.73975,-114.03489,0,46.418,0,46.418,46.418,0,5.74317770364562,1191.25555666475,574371.553139636,4.60775660315537,2014,"3",189.192633649802,18.9746107953452,136.326868772986,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.296753951538929,-0.928027822962311,0.263941296366975,-1.02762438471315,-0.0763113374700047,-1.18799814549034,-0.867554479550332
"314.2014-08-11",314,2014-08-11,46.73979,-114.03214,0.906,19.754,0,20.66,20.66,0,7.02850550230001,1193.68638602058,590953.462097979,9.29367038328907,2014,"3",174.920142057026,17.6379538826081,137.550844670319,"Grass/Shrub/Open Woodland",-0.97758600587696,0.453383562423572,-0.920714968006306,0.564750091917094,-1.13567320920586,-0.0263401530671884,-0.672000157336614,-1.21317138633773
"315.2014-08-25",315,2014-08-25,46.60107,-113.93311,42.529,21.077,0,63.606,63.606,0,5.98431407462534,1229.47000647271,555598.882738943,5.61845715095544,2014,"3",99.2453687844862,31.681305274002,141.518673935873,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.156022973774317,-0.813064290865834,-0.0766096249218875,-0.000477187459976382,0.135654154451456,-1.07670300141369,-3.04568121058807
"316.2014-08-25",316,2014-08-25,46.60118,-113.93414,11.536,20.07,0,31.606,31.606,0,6.72791037380045,1225.34342913051,567892.242128803,2.65704310993315,2014,"3",NA,32.7325200125749,141.331426943456,"Grass/Shrub/Open Woodland",-0.97758600587696,0.277951518832857,-0.825478597734381,0.146401527812006,0.0844978840859806,0.128009433662953,-1.40280453869253,NA
"318.2014-08-25",318,2014-08-25,46.60221,-113.93151,0.409,44.779,0,45.188,45.188,0,7.064924639251,1214.89135837469,562090.584328381,10.7748496442439,2014,"3",233.934975453957,27.43783944175,142.323312062517,"Grass/Shrub/Open Woodland",-0.97758600587696,0.474638343407594,-0.856922383471188,0.0411549184184019,-0.34349826533026,0.168505062947039,-0.508897387074826,0.215908045283329
"319.2014-08-25",319,2014-08-25,46.60287,-113.93461,0.946,17.373,0,18.319,18.319,6.44063913727545,5.62265959634682,1196.89273431789,438363.404802558,24.1004619753302,2014,"3",NA,33.1960164800739,141.517929827373,"Grass/Shrub/Open Woodland",-0.648941924835357,-0.367090214001496,-0.911069058481437,-2.20335287278199,0.121964677541033,0.135623774782087,0.958476849068452,NA
"322.2014-06-09",322,2014-06-09,46.55935,-113.93347,14.251,37.027,0,51.278,51.278,0,8.91596088675342,1238.93147997247,541226.099468713,5.51929297948885,2014,"3",150.931660242551,13.5900712911923,134.847496773908,"Grass/Shrub/Open Woodland",-0.97758600587696,1.55493220339382,-0.784600596691629,-0.337343152954294,-1.46288429195963,-0.136709561918233,-1.08762264598561,-1.79406679828114
"322.2014-06-30",322,2014-06-30,46.55931,-113.93343,1.953,22.635,0,24.588,24.588,0,8.91596088675342,1238.93147997247,541226.099468713,5.51929297948885,2014,"3",150.931660242551,13.5900712911923,134.847496773908,"Grass/Shrub/Open Woodland",-0.97758600587696,1.55493220339382,-0.784600596691629,-0.337343152954294,-1.46288429195963,-0.136709561918233,-1.08762264598561,-1.79406679828114
"322.2014-09-04",322,2014-09-04,46.55929,-113.93347,0.91,66.625,0,67.535,67.535,0,8.91596088675342,1238.93147997247,541226.099468713,5.51929297948885,2014,"3",150.931660242551,13.5900712911923,134.847496773908,"Grass/Shrub/Open Woodland",-0.97758600587696,1.55493220339382,-0.784600596691629,-0.337343152954294,-1.46288429195963,-0.136709561918233,-1.08762264598561,-1.79406679828114
"323.2014-06-09",323,2014-06-09,46.56231,-113.93115,0,33.131,0,33.131,33.131,0,7.14163195295173,1260.86272211,575194.369210065,4.72556313746609,2014,"3",NA,14.0296340245251,135.332037497423,"Grass/Shrub/Open Woodland",-0.97758600587696,0.519405937839496,-0.718623117699667,0.278867823326379,-1.42735218482366,-0.116927249294103,-1.17502566295056,NA
"323.2014-06-30",323,2014-06-30,46.56235,-113.93132,0,44.6,0,44.6,44.6,0,7.14163195295173,1260.86272211,575194.369210065,4.72556313746609,2014,"3",NA,14.0296340245251,135.332037497423,"Grass/Shrub/Open Woodland",-0.97758600587696,0.519405937839496,-0.718623117699667,0.278867823326379,-1.42735218482366,-0.116927249294103,-1.17502566295056,NA
"323.2014-09-04",323,2014-09-04,46.56236,-113.93118,1.327,25.696,0,27.023,27.023,0,7.14163195295173,1260.86272211,575194.369210065,4.72556313746609,2014,"3",NA,14.0296340245251,135.332037497423,"Grass/Shrub/Open Woodland",-0.97758600587696,0.519405937839496,-0.718623117699667,0.278867823326379,-1.42735218482366,-0.116927249294103,-1.17502566295056,NA
"325.2014-05-27",325,2014-05-27,46.73416,-114.04424,0,38.623,0,38.623,38.623,0,6.02264740092493,1071.02041240715,576129.813761201,17.2443838765113,2014,"3",187.866363741571,16.9523072955136,131.707941764939,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.133651041787481,-1.28974065503103,0.295837519001228,-1.19109753466071,-0.264887970200522,0.203507237674026,-0.899670897364874
"325.2014-06-16",325,2014-06-16,46.7341,-114.0443,0,20.421,0,20.421,20.421,0,5.03301839271017,1060.04916758931,581401.392257137,12.1385756938642,2014,"3",188.94630517272,16.9160439830167,131.522146549242,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.711214092041717,-1.32274631289324,0.391468075289658,-1.19402888394725,-0.27247341939523,-0.358728192545421,-0.873519470718791
"325.2014-07-10",325,2014-07-10,46.73384,-114.04421,2.593,53.531,0,56.124,56.124,0,6.60101003656657,1056.36301597424,585118.086037002,15.2067423984209,2014,"3",189.670334352897,16.7886162273395,131.681880236773,"Grass/Shrub/Open Woodland",-0.97758600587696,0.203890486625129,-1.33383565243996,0.458891806909364,-1.20432952211211,-0.265951982516962,-0.0208713899761027,-0.855986671764254
"325.2014-08-12",325,2014-08-12,46.73423,-114.0443,5.693,25.793,0,31.486,31.486,0,5.12746640891637,1065.61821931602,575530.664953833,12.7452688986649,2014,"3",187.929119867057,16.9690895171037,131.535072850924,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.656092744670422,-1.30599249698988,0.284968491101463,-1.18974094173255,-0.271945678116634,-0.291921057845056,-0.898151220311185
"325.2014-09-03",325,2014-09-03,46.7342,-114.04419,1.086,51.592,0,52.678,52.678,0,6.02264740092493,1071.02041240715,576129.813761201,17.2443838765113,2014,"3",187.866363741571,16.9523072955136,131.707941764939,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.133651041787481,-1.28974065503103,0.295837519001228,-1.19109753466071,-0.264887970200522,0.203507237674026,-0.899670897364874
"325.2014-09-22",325,2014-09-22,46.73427,-114.04416,0.87,12.037,0,12.907,12.907,0,6.02264740092493,1071.02041240715,576129.813761201,17.2443838765113,2014,"3",187.866363741571,16.9523072955136,131.707941764939,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.133651041787481,-1.28974065503103,0.295837519001228,-1.19109753466071,-0.264887970200522,0.203507237674026,-0.899670897364874
"325.2015-05-25",325,2015-05-25,46.73433,-114.0443,3.654,6.594,0,10.248,10.248,0,5.12746640891637,1065.61821931602,575530.664953833,12.7452688986649,2015,"3",262.697595352438,15.0007267518642,108.365211192133,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.656092744670422,-1.30599249698988,0.284968491101463,-1.34885378582346,-1.21790011403521,-0.291921057845056,0.912412061824213
"325.2015-06-15",325,2015-06-15,46.73513,-114.04433,21.499,37.935,0,59.434,59.434,0,4.67960676189087,1075.74680453746,498240.749717619,17.6483912195107,2015,"3",300.273050842738,12.4341647358412,108.35730837675,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.917470676880048,-1.27552187820435,-1.11713101196443,-1.55632213927781,-1.2182227617652,0.247995247050304,1.82232415483663
"325.2015-07-06",325,2015-07-06,46.73444,-114.04447,5.933,14.012,0,19.945,19.945,0,4.94822386949239,1070.9814731252,545604.142691696,14.2133864096014,2015,"3",272.931371684483,14.4076899318049,108.350528044513,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.760701509112144,-1.28985779913262,-0.257922025261437,-1.39679198946997,-1.21849958194871,-0.130256606137015,1.16022906684005
"325.2015-08-05",325,2015-08-05,46.73476,-114.04418,0.716,2.593,0,3.309,3.309,0,4.67632774488698,1079.28391431638,519767.476913856,15.5671627649357,2015,"3",288.656874510693,13.429851775581,108.372034936516,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.919384362763222,-1.26488091292445,-0.72661934673314,-1.47583565603641,-1.21762152146684,0.01881695956198,1.54103150831579
"325.2015-09-11",325,2015-09-11,46.73437,-114.04459,0,1.749,0,1.749,1.749,0,5.12746640891637,1065.61821931602,575530.664953833,12.7452688986649,2015,"3",262.697595352438,15.0007267518642,108.365211192133,"Grass/Shrub/Open Woodland",-0.97758600587696,-0.656092744670422,-1.30599249698988,0.284968491101463,-1.34885378582346,-1.21790011403521,-0.291921057845056,0.912412061824213
